year,mediation ID,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party,third-party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2020,256,,South Sudan,,SSD,Uganda,UGA,Ethiopia ,ETH,R,IGAD,,,0,0,0,0,1,0,0,0,0,0,0,,The IGAD Heads of State and special envoys to South Sudan met to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
2020,256,,South Sudan,,SSD,South Sudan,SSD,Ethiopia ,ETH,R,IGAD,,,0,0,0,0,1,0,0,0,0,0,0,,The IGAD Heads of State and special envoys to South Sudan met to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
2020,256,,South Sudan,,SSD,Somalia,SOM,Ethiopia ,ETH,R,IGAD,,,0,0,0,0,1,0,0,0,0,0,0,,The IGAD Heads of State and special envoys to South Sudan met to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
2020,256,,South Sudan,,SSD,Djibouti,DJI,Ethiopia ,ETH,R,IGAD,,,0,0,0,0,1,0,0,0,0,0,0,,The IGAD Heads of State and special envoys to South Sudan met to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
2020,256,,South Sudan,,SSD,Kenya,KEN,Ethiopia ,ETH,R,IGAD,,,0,0,0,0,1,0,0,0,0,0,0,,The IGAD Heads of State and special envoys to South Sudan met to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
2020,256,,South Sudan,,SSD,Ethiopia,ETH,Ethiopia ,ETH,R,IGAD,,,0,0,1,0,1,0,0,0,0,0,0,,The IGAD Heads of State and special envoys to South Sudan met to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
2020,256,,South Sudan,,SSD,AU,,Ethiopia ,ETH,R,IGAD,,,0,0,0,0,1,0,0,0,0,0,0,,The AU supported the meeding of IGAD Heads of State and special envoys to South Sudan to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
2020,257,,South Sudan,,SSD,Community of Sant’ Egidio,,South Sudan,SSD,N,Community of Sant’ Egidio,,,0,1,1,1,0,0,0,0,1,0,1,Rome Resolution on Monitoring and Verification of the Cessation of Hostilities Agreement,"""February 14, 2020 (JUBA) - The South Sudan Opposition Movements Alliance (SSOMA) Friday has officially taken part in a cessation of hostility deal brokered by the Roman Catholic Sant’ Egidio peace group last January.

""The (SSOMA) is informing its entire membership. supporters, South Sudanese at large and the International Community that it has together with the Government (...) signed Rome Resolution on Monitoring and Verification of the Cessation of Hostilities Agreement COHA (of) December 2017 under the auspices of the Community of Sant’Egidio,"" said the alliance on Friday.

According to this ceasefire implementation agreement, SSOMA will participate in the Monitoring and Verification mechanism paving the way for further negotiations on the root causes of conflict in South Sudan.
""",https://reliefweb.int/report/south-sudan/south-sudan-holdout-groups-take-part-cessation-hostilities,"""April 28, 2020 (JUBA) - The South Sudan Opposition Movements’ Alliance (SSOMA), reiterated its rejection of the revitalized peace pact and IGAD rules of engagement saying they are only committed to the Rome Peace Process.

On Friday 24th of April 2020, Ismail Wais the IGAD Special Envoy for South Sudan told reporters by video conference from Addis Ababa that the Sant’Egidio is ""facilitating"" discussions between the South Sudanese government and the SSOMA in Rome but the process remains ""under the IGAD rules of engagement"".
""",https://reliefweb.int/report/south-sudan/south-sudan-ssoma-says-committed-rome-not-igad-peace-process,,,,,,,,,,,,,,,
2020,258,,South Sudan,,SSD,AU,,South Sudan,SSD,R,AU,,,1,0,0,0,0,0,0,1,0,0,0,,"""Juba, 20 February 2020: In line with its mandate to promote and enhance peace and security in the Continent, the African Union (AU) Peace and Security Council (PSC) undertook a field mission to the Republic of South Sudan from 18 to 20 February 2020. The Mission took place within the framework of the implementation of various decisions of the Council on the situation in South Sudan. In particular, the Council aimed at evaluating the status of implementation of the Revitalized Agreement on the Resolution of Conflict in the Republic of South Sudan (R-ARCSS) signed on 12 September 2018, given that the Revitalized Transitional Government of National Unity (R-TGONU) is to be formed on 22 February 2020. Furthermore, the Mission aimed at expressing AU’s solidarity with the People and Government of South Sudan during this critical period in the history of the country. In this light, it is worth noting that this is the fourth field mission of the AUPSC to the Republic of South Sudan since October 2016.

The PSC delegation was led by His Excellency Ambassador Mohamed Idriss Farah, Permanent Representative of the Republic of Djibouti to the African Union, in his capacity as the Chairperson of the PSC for the month of February 2020. The PSC delegation comprised representatives of the fifteen Member States, namely: Ambassadors of Algeria, Salah Francis Alhamdi; Angola, Francisco Da Cruz; Burundi, Joel Nkurabagaya; Equatorial Guinea, Cristantos Obama Ondo; Lesotho, Mafa Sejanamane; Morocco, Mohamed Arrouchi; Nigeria, Bankole Adeoye; and Togo, Sebade Toba; as well as Representatives from Gabon, Kenya, Liberia, Rwanda, Sierra Leone and Zimbabwe.""",https://reliefweb.int/report/south-sudan/au-peace-and-security-council-concludes-three-day-field-mission-republic-south,,,,,,,,,,,,,,,,,
2020,258,,South Sudan,,SSD,Djibouti,DJI,South Sudan,SSD,R,AU,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 20 February 2020: In line with its mandate to promote and enhance peace and security in the Continent, the African Union (AU) Peace and Security Council (PSC) undertook a field mission to the Republic of South Sudan from 18 to 20 February 2020. The Mission took place within the framework of the implementation of various decisions of the Council on the situation in South Sudan. In particular, the Council aimed at evaluating the status of implementation of the Revitalized Agreement on the Resolution of Conflict in the Republic of South Sudan (R-ARCSS) signed on 12 September 2018, given that the Revitalized Transitional Government of National Unity (R-TGONU) is to be formed on 22 February 2020. Furthermore, the Mission aimed at expressing AU’s solidarity with the People and Government of South Sudan during this critical period in the history of the country. In this light, it is worth noting that this is the fourth field mission of the AUPSC to the Republic of South Sudan since October 2016.

The PSC delegation was led by His Excellency Ambassador Mohamed Idriss Farah, Permanent Representative of the Republic of Djibouti to the African Union, in his capacity as the Chairperson of the PSC for the month of February 2020. The PSC delegation comprised representatives of the fifteen Member States, namely: Ambassadors of Algeria, Salah Francis Alhamdi; Angola, Francisco Da Cruz; Burundi, Joel Nkurabagaya; Equatorial Guinea, Cristantos Obama Ondo; Lesotho, Mafa Sejanamane; Morocco, Mohamed Arrouchi; Nigeria, Bankole Adeoye; and Togo, Sebade Toba; as well as Representatives from Gabon, Kenya, Liberia, Rwanda, Sierra Leone and Zimbabwe.""",https://reliefweb.int/report/south-sudan/au-peace-and-security-council-concludes-three-day-field-mission-republic-south,,,,,,,,,,,,,,,,,
2020,258,,South Sudan,,SSD,Algeria,ALG,South Sudan,SSD,R,AU,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 20 February 2020: In line with its mandate to promote and enhance peace and security in the Continent, the African Union (AU) Peace and Security Council (PSC) undertook a field mission to the Republic of South Sudan from 18 to 20 February 2020. The Mission took place within the framework of the implementation of various decisions of the Council on the situation in South Sudan. In particular, the Council aimed at evaluating the status of implementation of the Revitalized Agreement on the Resolution of Conflict in the Republic of South Sudan (R-ARCSS) signed on 12 September 2018, given that the Revitalized Transitional Government of National Unity (R-TGONU) is to be formed on 22 February 2020. Furthermore, the Mission aimed at expressing AU’s solidarity with the People and Government of South Sudan during this critical period in the history of the country. In this light, it is worth noting that this is the fourth field mission of the AUPSC to the Republic of South Sudan since October 2016.

The PSC delegation was led by His Excellency Ambassador Mohamed Idriss Farah, Permanent Representative of the Republic of Djibouti to the African Union, in his capacity as the Chairperson of the PSC for the month of February 2020. The PSC delegation comprised representatives of the fifteen Member States, namely: Ambassadors of Algeria, Salah Francis Alhamdi; Angola, Francisco Da Cruz; Burundi, Joel Nkurabagaya; Equatorial Guinea, Cristantos Obama Ondo; Lesotho, Mafa Sejanamane; Morocco, Mohamed Arrouchi; Nigeria, Bankole Adeoye; and Togo, Sebade Toba; as well as Representatives from Gabon, Kenya, Liberia, Rwanda, Sierra Leone and Zimbabwe.""",https://reliefweb.int/report/south-sudan/au-peace-and-security-council-concludes-three-day-field-mission-republic-south,,,,,,,,,,,,,,,,,
